bay_id,st_marker_id,status,location,lat,lon
6922,10055S,Unoccupied,"{'latitude': '-37.82190885461032', 'longitude': '144.96309929184798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.82190885461032,144.96309929184798
6063,13048N,Present,"{'latitude': '-37.82106378486651', 'longitude': '144.94346265553844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.82106378486651,144.94346265553844
632,91W,Unoccupied,"{'latitude': '-37.80883571544522', 'longitude': '144.97175471476578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80883571544522,144.97175471476578
8151,15195S,Unoccupied,"{'latitude': '-37.816749289206946', 'longitude': '144.98114263809254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.816749289206946,144.98114263809254
5822,12531S,Unoccupied,"{'latitude': '-37.81591260602434', 'longitude': '144.98015121969343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81591260602434,144.98015121969343
8130,15160N,Unoccupied,"{'latitude': '-37.81663498932373', 'longitude': '144.98116356058125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81663498932373,144.98116356058125
5805,12538N,Present,"{'latitude': '-37.81575388301522', 'longitude': '144.9804096233853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81575388301522,144.9804096233853
1052,975W,Unoccupied,"{'latitude': '-37.818654156115066', 'longitude': '144.9622532484584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.818654156115066,144.9622532484584
5493,12046E,Present,"{'latitude': '-37.812337421022605', 'longitude': '144.98334238469334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.812337421022605,144.98334238469334
1276,4468E,Unoccupied,"{'latitude': '-37.81355506304922', 'longitude': '144.95455077200643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81355506304922,144.95455077200643
1271,4463W,Unoccupied,"{'latitude': '-37.81377979292849', 'longitude': '144.95440143817464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81377979292849,144.95440143817464
642,C112,Unoccupied,"{'latitude': '-37.808825513519224', 'longitude': '144.97187528196002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.808825513519224,144.97187528196002
9005,C7834,Unoccupied,"{'latitude': '-37.825317457121926', 'longitude': '144.97092800111432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.825317457121926,144.97092800111432
4384,C7202,Unoccupied,"{'latitude': '-37.807619066478324', 'longitude': '144.95279678011752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.807619066478324,144.95279678011752
3356,6044E,Unoccupied,"{'latitude': '-37.80611418666328', 'longitude': '144.95221261672373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80611418666328,144.95221261672373
9001,C7818,Unoccupied,"{'latitude': '-37.825534786362326', 'longitude': '144.97100441917507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.825534786362326,144.97100441917507
8325,12111W,Unoccupied,"{'latitude': '-37.80990841655152', 'longitude': '144.9835105942471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80990841655152,144.9835105942471
5397,11760E,Unoccupied,"{'latitude': '-37.81002289302269', 'longitude': '144.97570474403477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81002289302269,144.97570474403477
5021,9453S,Present,"{'latitude': '-37.830275139404506', 'longitude': '144.9658662466181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.830275139404506,144.9658662466181
8997,C7802,Unoccupied,"{'latitude': '-37.82575486527303', 'longitude': '144.9710755191141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.82575486527303,144.9710755191141
5328,7843W,Unoccupied,"{'latitude': '-37.827352424794405', 'longitude': '144.97115074040516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.827352424794405,144.97115074040516
6028,13067S,Unoccupied,"{'latitude': '-37.82135355038442', 'longitude': '144.94393155279823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.82135355038442,144.94393155279823
5774,12465S,Unoccupied,"{'latitude': '-37.81206441445708', 'longitude': '144.97678342074843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81206441445708,144.97678342074843
8991,7921W,Unoccupied,"{'latitude': '-37.82833729707376', 'longitude': '144.97107964009126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.82833729707376,144.97107964009126
5542,12017W,Unoccupied,"{'latitude': '-37.81323985591021', 'longitude': '144.98295410682363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81323985591021,144.98295410682363
2256,3953S,Unoccupied,"{'latitude': '-37.812690507137376', 'longitude': '144.95336732046133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.812690507137376,144.95336732046133
3416,6265S,Unoccupied,"{'latitude': '-37.80775320631275', 'longitude': '144.96615764256336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80775320631275,144.96615764256336
5669,12336N,Unoccupied,"{'latitude': '-37.80987568569655', 'longitude': '144.9793561919218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80987568569655,144.9793561919218
5754,12446N,Unoccupied,"{'latitude': '-37.811910283196696', 'longitude': '144.97642226941176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.811910283196696,144.97642226941176
5022,9455S,Unoccupied,"{'latitude': '-37.8302858788631', 'longitude': '144.965829067967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.8302858788631,144.965829067967
1282,4474E,Unoccupied,"{'latitude': '-37.813033688592654', 'longitude': '144.95430777343313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.813033688592654,144.95430777343313
2099,3611S,Unoccupied,"{'latitude': '-37.8078340524451', 'longitude': '144.97008448777785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.8078340524451,144.97008448777785
7959,15006E,Unoccupied,"{'latitude': '-37.817088368703665', 'longitude': '144.98206749738844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.817088368703665,144.98206749738844
9015,9166N,Present,"{'latitude': '-37.8306659237945', 'longitude': '144.9684035734228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.8306659237945,144.9684035734228
5684,12345S,Unoccupied,"{'latitude': '-37.81004871301233', 'longitude': '144.97959215765601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81004871301233,144.97959215765601
4178,C6620,Unoccupied,"{'latitude': '-37.80842568141322', 'longitude': '144.9595280840578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80842568141322,144.9595280840578
8152,15197S,Unoccupied,"{'latitude': '-37.81674508862993', 'longitude': '144.9811153053907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81674508862993,144.9811153053907
6747,6625S,Unoccupied,"{'latitude': '-37.808520094652366', 'longitude': '144.95954463796903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.808520094652366,144.95954463796903
3271,5830E,Unoccupied,"{'latitude': '-37.806714484474156', 'longitude': '144.95353012545496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.806714484474156,144.95353012545496
3025,5119W,Present,"{'latitude': '-37.80359102769667', 'longitude': '144.95721410852093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80359102769667,144.95721410852093
6036,13083S,Unoccupied,"{'latitude': '-37.82113479065242', 'longitude': '144.94301661517727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.82113479065242,144.94301661517727
4296,C6928,Unoccupied,"{'latitude': '-37.80939825401876', 'longitude': '144.9560509085984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80939825401876,144.9560509085984
6093,13253S,Unoccupied,"{'latitude': '-37.82013907685693', 'longitude': '144.94306994818584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.82013907685693,144.94306994818584
2753,4592E,Unoccupied,"{'latitude': '-37.80740153209552', 'longitude': '144.96591541546846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80740153209552,144.96591541546846
1291,4483W,Unoccupied,"{'latitude': '-37.81285802621315', 'longitude': '144.95397486300203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81285802621315,144.95397486300203
5759,12435S,Unoccupied,"{'latitude': '-37.81191989668511', 'longitude': '144.9754660500313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81191989668511,144.9754660500313
3388,6219W,Unoccupied,"{'latitude': '-37.806156626494236', 'longitude': '144.95091629830176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.806156626494236,144.95091629830176
4993,9425S,Unoccupied,"{'latitude': '-37.83012757737667', 'longitude': '144.9663746848787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.83012757737667,144.9663746848787
5393,11752E,Unoccupied,"{'latitude': '-37.810152999336395', 'longitude': '144.9756832293735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.810152999336395,144.9756832293735
4373,C7180,Unoccupied,"{'latitude': '-37.80745302557375', 'longitude': '144.9531386804009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80745302557375,144.9531386804009
